Time, Position, Left, Up, Dir, WorldVel, WorldCarUp, IsGroundContact, IsWheelsBurning, IsReactorGroundMode, CurGear, FrontSpeed, InputSteer, InputGasPedal, InputBrakePedal, FLSteerAngle, FLWheelRot, FLWheelRotSpeed, FLDamperLen, FLSlipCoef, FRSteerAngle, FRWheelRot, FRWheelRotSpeed, FRDamperLen, FRSlipCoef, RLSteerAngle, RLWheelRot, RLWheelRotSpeed, RLDamperLen, RLSlipCoef, RRSteerAngle, RRWheelRot, RRWheelRotSpeed, RRDamperLen, RRSlipCoef
2768586, vec3(752; 64.0918; 1156.19), vec3(-0.999999; -0.0013244; 0.000100354), vec3(-0.00132716; 0.999346; -0.0361424), vec3(-5.24211e-05; -0.0361425; -0.999346), vec3(-0.002; -1.1952; -30.5806), vec3(-0.00132716; 0.999346; -0.0361424), true, false, true, 2, 30.604, 0, 1, 0, 0, 120.639, 84.057, 0.005, 0, 0, 120.639, 84.057, 0.005, 0, 0, 120.639, 84.057, 0.005, 0, 0, 120.639, 84.057, 0.005, 0
2768637, vec3(752; 64.0438; 1154.61), vec3(-0.999998; -0.00159188; 0.000112042), vec3(-0.00159393; 0.999764; -0.0216528), vec3(-7.75468e-05; -0.021653; -0.999765), vec3(-0.003; -0.7648; -30.9638), vec3(-0.00159393; 0.999764; -0.0216528), true, false, true, 2, 30.973, 0, 1, 0, 0, 124.95, 85.052, 0.005, 0, 0, 124.95, 85.052, 0.005, 0, 0, 124.95, 85.052, 0.005, 0, 0, 124.95, 85.052, 0.005, 0
2768692, vec3(752; 64.0158; 1153.02), vec3(-0.999998; -0.00188361; 0.000119443), vec3(-0.00188436; 0.999976; -0.00662745), vec3(-0.000106956; -0.00662767; -0.999978), vec3(-0.004; -0.4188; -31.3214), vec3(-0.00188436; 0.999976; -0.00662745), true, false, true, 2, 31.3236, 0, 1, 0, 0, 129.312, 85.998, 0.005, 0, 0, 129.312, 85.998, 0.005, 0, 0, 129.312, 85.998, 0.005, 0, 0, 129.312, 85.998, 0.005, 0
2768736, vec3(752; 64.0054; 1151.28), vec3(-0.999998; -0.00206245; 0.000131748), vec3(-0.00206234; 0.999997; 0.000826537), vec3(-0.000133452; 0.000826263; -1), vec3(-0.005; -0.3883; -31.6835), vec3(-0.00206234; 0.999997; 0.000826537), true, false, true, 2, 31.6835, 0, 1, 0, 0, 134.081, 88.31, 0.0364, 0, 0, 134.081, 88.31, 0.0394, 0, 0, 134.07, 87.078, 0.005, 0, 0, 134.07, 87.078, 0.005, 0
2768786, vec3(751.999; 63.9851; 1149.89), vec3(-0.999998; -0.00128105; 0.000139665), vec3(-0.00128251; 0.999938; -0.0110271), vec3(-0.00012553; -0.0110273; -0.999938), vec3(-0.005; -0.7558; -31.9746), vec3(-0.00128251; 0.999938; -0.0110271), true, false, true, 2, 31.981, 0, 1, 0, 0, 137.953, 87.821, 0.0641, 0, 0, 137.979, 87.821, 0.0671, 0, 0, 137.916, 87.821, 0.005, 0, 0, 137.916, 87.821, 0.005, 0
2768835, vec3(751.999; 63.9465; 1148.29), vec3(-0.999996; -0.000973179; 0.000150101), vec3(-0.000978082; 0.99931; -0.0371405), vec3(-0.000113853; -0.0371406; -0.999306), vec3(-0.004; -1.3005; -32.268), vec3(-0.000978082; 0.99931; -0.0371405), true, false, false, 2, 32.2947, 0, 1, 0, 0, 142.384, 89.617, 0.0892, 0, 0, 142.399, 89.617, 0.0902, 0, 0, 142.335, 89.617, 0.0253, 0, 0, 142.335, 89.617, 0.0263, 0
2768903, vec3(751.999; 63.872; 1146.72), vec3(-0.999995; -0.00052384; 0.000130417), vec3(-0.000531539; 0.997654; -0.0684573), vec3(-9.42506e-05; -0.0684574; -0.99765), vec3(-0.0034; -2.2748; -32.514), vec3(-0.000531539; 0.997654; -0.0684573), true, false, true, 2, 32.5936, 0, 1, 0, 0, 146.764, 89.518, 0.1076, 0, 0, 146.778, 89.518, 0.1086, 0, 0, 146.738, 92.046, 0.0612, 0, 0, 146.745, 92.046, 0.0632, 0
2768953, vec3(751.999; 63.6854; 1144.51), vec3(-0.999996; -0.000310866; 0.000119206), vec3(-0.000321826; 0.994273; -0.106872), vec3(-8.53003e-05; -0.106872; -0.994269), vec3(-0.003; -3.609; -33.0312), vec3(-0.000321826; 0.994273; -0.106872), true, false, true, 2, 33.228, 0, 1, 0, 0, 152.908, 91.312, 0.1212, 0, 0, 152.921, 91.312, 0.1212, 0, 0, 152.961, 92.042, 0.0944, 0, 0, 152.95, 92.042, 0.095, 0
2769004, vec3(751.999; 63.4914; 1142.86), vec3(-0.999996; -0.000359724; 0.000129272), vec3(-0.000373813; 0.990964; -0.134128), vec3(-7.98543e-05; -0.134128; -0.99096), vec3(-0.003; -4.5806; -33.4336), vec3(-0.000373813; 0.990964; -0.134128), true, false, true, 2, 33.7462, 0, 1, 0, 0, 157.504, 92.739, 0.128, 0, 0, 157.517, 92.739, 0.129, 0, 0, 157.566, 92.739, 0.1104, 0, 0, 157.549, 92.739, 0.1108, 0
2769053, vec3(751.999; 63.2445; 1141.15), vec3(-0.999996; -0.000399254; 0.000135961), vec3(-0.000416028; 0.986739; -0.162312), vec3(-6.93544e-05; -0.162312; -0.986736), vec3(-0.003; -5.6165; -33.857), vec3(-0.000416028; 0.986739; -0.162312), true, false, true, 2, 34.3195, 0, 1, 0, 0, 162.27, 94.284, 0.136, 0, 0, 162.282, 94.284, 0.136, 0, 0, 162.33, 94.284, 0.123, 0, 0, 162.313, 94.284, 0.123, 0
2769103, vec3(751.999; 62.957; 1139.5), vec3(-0.999997; -0.000301886; 0.000120525), vec3(-0.000319272; 0.981828; -0.189772), vec3(-6.10448e-05; -0.189772; -0.981825), vec3(-0.002; -6.6628; -34.2734), vec3(-0.000319272; 0.981828; -0.189772), true, false, true, 2, 34.9154, 0, 1, 0, 0, 166.925, 95.955, 0.1408, 0, 0, 166.938, 95.955, 0.1408, 0, 0, 166.986, 95.955, 0.1302, 0, 0, 166.969, 95.955, 0.1306, 0
2769154, vec3(751.999; 62.608; 1137.78), vec3(-0.999997; -0.000248807; 0.000112597), vec3(-0.000267298; 0.976227; -0.21675), vec3(-5.59915e-05; -0.21675; -0.976224), vec3(-0.002; -7.7976; -34.703), vec3(-0.000267298; 0.976227; -0.21675), true, false, true, 2, 35.568, 0, 1, 0, 0, 171.761, 97.752, 0.1446, 0, 0, 171.774, 97.752, 0.1446, 0, 0, 171.824, 97.752, 0.1356, 0, 0, 171.806, 97.752, 0.1366, 0
2769204, vec3(751.999; 62.1945; 1136.01), vec3(-0.999997; -0.000312755; 0.000127295), vec3(-0.000334328; 0.969953; -0.243293), vec3(-4.73782e-05; -0.243293; -0.969949), vec3(-0.002; -8.961; -35.157), vec3(-0.000334328; 0.969953; -0.243293), true, false, true, 2, 36.281, 0, 1, 0, 0, 176.789, 99.672, 0.148, 0, 0, 176.802, 99.672, 0.1485, 0, 0, 176.852, 99.672, 0.1385, 0, 0, 176.834, 99.672, 0.139, 0
2769253, vec3(751.999; 61.7295; 1134.26), vec3(-0.999996; -0.000263839; 0.000114899), vec3(-0.000285027; 0.963106; -0.269122), vec3(-3.9655e-05; -0.269122; -0.963102), vec3(-0.002; -10.164; -35.6025), vec3(-0.000285027; 0.963106; -0.269122), true, false, true, 2, 37.0245, 0, 1, 0, 0, 181.823, 101.715, 0.151, 0, 0, 181.836, 101.715, 0.1515, 0, 0, 181.881, 101.715, 0.138, 0, 0, 181.863, 101.715, 0.1385, 0
2769307, vec3(751.999; 61.2166; 1132.51), vec3(-0.999996; -0.000144471; 8.00553e-05), vec3(-0.000161662; 0.955463; -0.295112), vec3(-3.38547e-05; -0.295112; -0.955459), vec3(-0.001; -11.3746; -36.0456), vec3(-0.000161662; 0.955463; -0.295112), true, false, true, 2, 37.7972, 0, 1, 0, 0, 186.859, 104.16, 0.156, 0, 0, 186.872, 104.16, 0.156, 0, 0, 186.911, 103.883, 0.1368, 0, 0, 186.893, 103.883, 0.1368, 0
2769361, vec3(751.999; 60.5808; 1130.56), vec3(-0.999998; 1.29694e-05; 2.90592e-05), vec3(2.81158e-06; 0.945616; -0.325284), vec3(-3.16975e-05; -0.325284; -0.945614), vec3(-0.001; -12.7548; -36.5386), vec3(2.81158e-06; 0.945616; -0.325284), true, false, true, 2, 38.7006, 0, 1, 0, 0, 192.535, 106.177, 0.1584, 0, 0, 192.548, 106.177, 0.1584, 0, 0, 192.579, 106.177, 0.14, 0, 0, 192.56, 106.177, 0.14, 0
2769415, vec3(751.999; 59.87; 1128.59), vec3(-0.999998; 0.000104643; -3.72598e-06), vec3(9.91622e-05; 0.934999; -0.354651), vec3(-3.36279e-05; -0.354651; -0.934997), vec3(-0.001; -14.1798; -37.0342), vec3(9.91622e-05; 0.934999; -0.354651), true, false, true, 2, 39.6556, 0, 1, 0, 0, 198.34, 109.094, 0.1524, 0, 0, 198.353, 109.094, 0.1524, 0, 0, 198.393, 109.094, 0.1484, 0, 0, 198.37, 109.094, 0.1484, 0
2769467, vec3(751.999; 59.0524; 1126.51), vec3(-0.999999; -0.000140147; 9.33676e-05), vec3(-0.000165139; 0.924702; -0.380691), vec3(-3.29845e-05; -0.380691; -0.924701), vec3(-0.001; -15.55; -37.6102), vec3(-0.000165139; 0.924702; -0.380691), true, false, true, 2, 40.698, 0, 1, 0, 0, 204.514, 111.651, 0.1358, 0, 0, 204.526, 111.651, 0.1358, 0, 0, 204.567, 111.651, 0.1492, 0, 0, 204.544, 111.651, 0.15, 0
2769519, vec3(751.999; 58.2578; 1124.62), vec3(-0.999999; -0.000289997; 0.000155535), vec3(-0.000327968; 0.917007; -0.39887), vec3(-2.6956e-05; -0.39887; -0.917007), vec3(-0.001; -16.6952; -38.1762), vec3(-0.000327968; 0.917007; -0.39887), true, false, true, 2, 41.6668, 0, 1, 0, 0, 210.164, 114.307, 0.1254, 0, 0, 210.177, 114.307, 0.1256, 0, 0, 210.217, 114.307, 0.1378, 0, 0, 210.194, 114.307, 0.1378, 0
2769572, vec3(751.999; 57.37; 1122.62), vec3(-1; -0.000317411; 0.000169028), vec3(-0.000358905; 0.910364; -0.413807), vec3(-2.25298e-05; -0.413807; -0.910365), vec3(-0.001; -17.826; -38.809), vec3(-0.000358905; 0.910364; -0.413807), true, false, true, 2, 42.707, 0, 1, 0, 0, 216.182, 117.605, 0.123, 0, 0, 216.195, 117.605, 0.123, 0, 0, 216.236, 117.605, 0.122, 0, 0, 216.212, 117.605, 0.122, 0
2769624, vec3(751.999; 56.4023; 1120.56), vec3(-0.999999; -0.000231675; 0.000128257), vec3(-0.000264293; 0.90338; -0.42884), vec3(-1.65137e-05; -0.42884; -0.903379), vec3(-0.001; -19.12; -39.4076), vec3(-0.000264293; 0.90338; -0.42884), true, false, true, 2, 43.799, 0, 1, 0, 0, 222.488, 121.73, 0.1369, 0, 0, 222.501, 121.73, 0.1372, 0, 0, 222.526, 120.443, 0.11, 0, 0, 222.503, 120.443, 0.1103, 0
2769676, vec3(751.999; 55.39; 1118.5), vec3(-0.999999; -9.34662e-05; 6.10988e-05), vec3(-0.000110921; 0.89451; -0.447047), vec3(-1.28697e-05; -0.447047; -0.894509), vec3(-0.001; -20.242; -40.0855), vec3(-0.000110921; 0.89451; -0.447047), true, false, true, 2, 44.906, 0, 1, 0, 0, 228.825, 123.368, 0.099, 0, 0, 228.838, 123.368, 0.099, 0, 0, 228.856, 123.777, 0.114, 0, 0, 228.833, 123.777, 0.1145, 0
2769727, vec3(751.999; 54.3411; 1116.39), vec3(-0.999999; -6.76697e-05; 4.5686e-05), vec3(-8.0989e-05; 0.893059; -0.44994), vec3(-1.03529e-05; -0.44994; -0.893057), vec3(-0.001; -20.0121; -40.9842), vec3(-8.0989e-05; 0.893059; -0.44994), true, false, true, 3, 45.606, 0, 1, 0, 0, 235.289, 125.225, 0.005, 0, 0, 235.302, 125.225, 0.005, 0, 0, 235.33, 125.225, 0.104, 0, 0, 235.306, 125.225, 0.1047, 0
2769779, vec3(751.999; 53.3393; 1114.21), vec3(-0.999999; -0.00069742; 0.000310366), vec3(-0.000763356; 0.912033; -0.410115), vec3(2.95797e-06; -0.410115; -0.912033), vec3(0; -19.3186; -42.0017), vec3(-0.000763356; 0.912033; -0.410115), true, false, true, 3, 46.2295, 0, 1, 0, 0, 241.845, 126.879, 0.005, 0, 0, 241.857, 126.879, 0.005, 0, 0, 241.887, 126.879, 0.0648, 0, 0, 241.867, 126.879, 0.0658, 0
2769830, vec3(751.999; 52.401; 1112.01), vec3(-1; 0.000344197; -0.000140714), vec3(0.000371746; 0.934301; -0.356485), vec3(8.76847e-06; -0.356485; -0.934301), vec3(0; -17.766; -43.284), vec3(0.000371746; 0.934301; -0.356485), true, false, true, 3, 46.773, 0, 1, 0, 0, 248.358, 129.703, 0.01, 0, 0, 248.371, 129.703, 0.01, 0, 0, 248.399, 128.642, 0.005, 0, 0, 248.379, 128.642, 0.005, 0
2769879, vec3(751.999; 51.5403; 1109.75), vec3(-0.999999; 0.000357129; -0.000194007), vec3(0.000401381; 0.94277; -0.333442), vec3(6.38227e-05; -0.333442; -0.94277), vec3(0.003; -16.565; -44.5732), vec3(0.000401381; 0.94277; -0.333442), true, false, true, 3, 47.546, 0, 1, 0, 0, 254.963, 130.804, 0.005, 0, 0, 254.976, 130.804, 0.005, 0, 0, 254.995, 130.804, 0.005, 0, 0, 254.975, 130.804, 0.005, 0
2769930, vec3(752; 50.796; 1107.51), vec3(-0.999999; -0.00140059; 0.000353125), vec3(-0.00144196; 0.953736; -0.300643), vec3(8.42891e-05; -0.300643; -0.953737), vec3(0.004; -15.177; -45.933), vec3(-0.00144196; 0.953736; -0.300643), true, false, true, 3, 48.371, 0, 1, 0, 0, 261.414, 133.105, 0.005, 0, 0, 261.426, 133.105, 0.005, 0, 0, 261.445, 133.105, 0.009, 0, 0, 261.425, 133.105, 0.012, 0
2769982, vec3(751.999; 50.0884; 1105.11), vec3(-1; 0.000201417; -0.000188014), vec3(0.000242184; 0.967942; -0.251173), vec3(0.000131396; -0.251173; -0.967942), vec3(0.0051; -13.0594; -47.4292), vec3(0.000242184; 0.967942; -0.251173), true, false, true, 3, 49.1884, 0, 1, 0, 0, 268.243, 135.308, 0.005, 0, 0, 268.255, 135.308, 0.005, 0, 0, 268.275, 135.308, 0.005, 0, 0, 268.254, 135.308, 0.005, 0
2770034, vec3(751.999; 49.4779; 1102.58), vec3(-0.999993; -6.21663e-05; -0.000184367), vec3(-2.29761e-05; 0.978683; -0.205378), vec3(0.000193204; -0.205378; -0.978676), vec3(0.009; -11.235; -48.7012), vec3(-2.29761e-05; 0.978683; -0.205378), true, false, true, 3, 49.971, 0, 1, 0, 0, 275.321, 137.359, 0.0064, 0, 0, 275.334, 137.359, 0.0057, 0, 0, 275.353, 137.359, 0.005, 0, 0, 275.333, 137.359, 0.005, 0
2770090, vec3(752.001; 48.969; 1099.99), vec3(-0.999989; -0.000807364; -5.73516e-05), vec3(-0.000787303; 0.9867; -0.162552), vec3(0.000187828; -0.162552; -0.98669), vec3(0.0095; -8.924; -49.885), vec3(-0.000787303; 0.9867; -0.162552), true, false, true, 3, 50.6735, 0, 1, 0, 0, 282.506, 139.216, 0.005, 0, 0, 282.519, 139.216, 0.005, 0, 0, 282.538, 139.216, 0.005, 0, 0, 282.518, 139.216, 0.005, 0
2770135, vec3(752.001; 48.5442; 1097.09), vec3(-0.999994; -0.00134017; 5.59688e-05), vec3(-0.00133796; 0.993655; -0.112463), vec3(9.51065e-05; -0.112463; -0.993651), vec3(0.0058; -6.7684; -50.9452), vec3(-0.00133796; 0.993655; -0.112463), true, false, true, 3, 51.383, 0, 1, 0, 0, 290.492, 141.261, 0.0052, 0, 0, 290.505, 141.261, 0.0064, 0, 0, 290.524, 141.261, 0.005, 0, 0, 290.504, 141.261, 0.005, 0
2770196, vec3(752.001; 48.3008; 1094.82), vec3(-0.999995; 0.000275548; -3.61422e-05), vec3(0.000277584; 0.996629; -0.0820342), vec3(1.34159e-05; -0.0820342; -0.996624), vec3(0.0014; -5.0616; -51.642), vec3(0.000277584; 0.996629; -0.0820342), true, false, true, 3, 51.8838, 0, 1, 0, 0, 296.731, 142.511, 0.005, 0, 0, 296.743, 142.511, 0.005, 0, 0, 296.762, 142.511, 0.005, 0, 0, 296.742, 142.511, 0.005, 0
2770249, vec3(752.001; 48.0852; 1091.62), vec3(-0.999994; -0.000584806; 0.000100996), vec3(-0.000588185; 0.999295; -0.0375379), vec3(-7.89722e-05; -0.037538; -0.999289), vec3(-0.003; -2.5927; -52.448), vec3(-0.000588185; 0.999295; -0.0375379), true, false, true, 3, 52.5085, 0, 1, 0, 0, 305.475, 144.2, 0.005, 0, 0, 305.488, 144.2, 0.005, 0, 0, 305.507, 144.2, 0.005, 0, 0, 305.487, 144.2, 0.005, 0
2770310, vec3(752.002; 48.019; 1088.81), vec3(-0.999998; -0.00178823; 0.000193876), vec3(-0.00178776; 0.999996; 0.00237617), vec3(-0.000198124; 0.00237582; -0.999997), vec3(-0.009; -0.937; -53.001), vec3(-0.00178776; 0.999996; 0.00237617), true, false, true, 3, 52.999, 0, 1, 0, 0, 313.153, 145.722, 0.008, 0, 0, 313.166, 145.722, 0.011, 0, 0, 313.185, 145.722, 0.005, 0, 0, 313.164, 145.722, 0.005, 0
2770356, vec3(752.001; 48.0218; 1085.5), vec3(-0.999999; -0.00166519; 0.000300617), vec3(-0.0016603; 0.999877; 0.0156038), vec3(-0.000326563; 0.0156033; -0.999878), vec3(-0.0172; -0.2434; -53.5524), vec3(-0.0016603; 0.999877; 0.0156038), true, false, true, 3, 53.5416, 0, 1, 0, 0, 322.234, 147.165, 0.0408, 0, 0, 322.264, 147.165, 0.0436, 0, 0, 322.254, 147.165, 0.005, 0, 0, 322.234, 147.165, 0.005, 0
2770410, vec3(752; 48.0153; 1083.09), vec3(-0.999999; -0.00103359; 0.000378396), vec3(-0.00102958; 0.999945; 0.0104665), vec3(-0.000389193; 0.0104661; -0.999945), vec3(-0.0207; -0.2112; -53.9473), vec3(-0.00102958; 0.999945; 0.0104665), true, false, true, 3, 53.942, 0, 1, 0, 0, 328.875, 148.142, 0.0279, 0, 0, 328.905, 148.142, 0.0292, 0, 0, 328.896, 148.142, 0.005, 0, 0, 328.876, 148.142, 0.005, 0
2770467, vec3(751.999; 48.0069; 1080.17), vec3(-1; -0.000386854; 0.000442228), vec3(-0.000385545; 0.999996; 0.00295768), vec3(-0.000443371; 0.00295751; -0.999996), vec3(-0.024; -0.1438; -54.4341), vec3(-0.000385545; 0.999996; 0.00295768), true, false, true, 3, 54.4332, 0, 1, 0, 0, 336.911, 149.643, 0.0068, 0, 0, 336.941, 149.643, 0.0077, 0, 0, 336.931, 149.643, 0.005, 0, 0, 336.911, 149.643, 0.005, 0
2770523, vec3(751.997; 48.0078; 1077.05), vec3(-1; -1.69139e-07; 0.0004848), vec3(-6.30862e-07; 1; -0.0009524), vec3(-0.0004848; -0.0009524; -1), vec3(-0.026; 0.0736; -54.9622), vec3(-6.30862e-07; 1; -0.0009524), true, false, true, 3, 54.9622, 0, 1, 0, 0, 345.472, 150.918, 0.005, 0, 0, 345.502, 150.918, 0.005, 0, 0, 345.492, 150.918, 0.005, 0, 0, 345.472, 150.918, 0.005, 0
2770579, vec3(751.996; 48.014; 1073.91), vec3(-1; 0.000227645; 0.000513715), vec3(0.000226355; 0.999997; -0.00251106), vec3(-0.000514285; -0.00251094; -0.999997), vec3(-0.028; 0.1235; -55.4985), vec3(0.000226355; 0.999997; -0.00251106), true, false, true, 3, 55.4985, 0, 1, 0, 0, 354.117, 152.468, 0.005, 0, 0, 354.147, 152.468, 0.005, 0, 0, 354.137, 152.468, 0.01, 0, 0, 354.117, 152.468, 0.0095, 0
2770658, vec3(751.994; 48.021; 1070.84), vec3(-1; 0.000358429; 0.000531711), vec3(0.000357571; 0.999999; -0.00161209), vec3(-0.000532288; -0.0016119; -0.999999), vec3(-0.029; 0.121; -55.969), vec3(0.000357571; 0.999999; -0.00161209), true, false, true, 3, 55.969, 0, 1, 0, 0, 362.537, 153.844, 0.011, 0, 0, 362.567, 153.844, 0.01, 0, 0, 362.558, 153.844, 0.016, 0, 0, 362.538, 153.844, 0.015, 0
2770719, vec3(751.992; 48.027; 1066.4), vec3(-1; 0.000272084; 0.000548057), vec3(0.000273116; 0.999998; 0.00188293), vec3(-0.000547543; 0.00188307; -0.999998), vec3(-0.031; 0.0324; -56.444), vec3(0.000273116; 0.999998; 0.00188293), true, false, true, 3, 56.444, 0, 1, 0, 0, 374.733, 155.001, 0.0229, 0, 0, 374.763, 155.001, 0.0219, 0, 0, 374.753, 155.001, 0.018, 0, 0, 374.733, 155.001, 0.017, 0
2770778, vec3(751.99; 48.026; 1062.95), vec3(-1; 6.88901e-05; 0.000556139), vec3(7.11096e-05; 0.999992; 0.00399197), vec3(-0.000555859; 0.00399201; -0.999992), vec3(-0.031; -0.044; -56.807), vec3(7.11096e-05; 0.999992; 0.00399197), true, false, true, 3, 56.806, 0, 1, 0, 0, 384.22, 156.142, 0.026, 0, 0, 384.25, 156.142, 0.026, 0, 0, 384.24, 156.142, 0.015, 0, 0, 384.22, 156.142, 0.014, 0
2770836, vec3(751.988; 48.022; 1059.58), vec3(-1; -0.000126431; 0.000559723), vec3(-0.000123969; 0.99999; 0.00439602), vec3(-0.000560274; 0.00439595; -0.99999), vec3(-0.032; -0.0837; -57.1551), vec3(-0.000123969; 0.99999; 0.00439602), true, false, true, 3, 57.1541, 0, 1, 0, 0, 393.453, 156.952, 0.0231, 0, 0, 393.483, 156.952, 0.0231, 0, 0, 393.474, 156.952, 0.0101, 0, 0, 393.454, 156.952, 0.0101, 0
2770897, vec3(751.986; 48.0173; 1056.26), vec3(-1; -0.000230528; 0.000563021), vec3(-0.000228672; 0.999995; 0.00329426), vec3(-0.000563777; 0.00329413; -0.999994), vec3(-0.032; -0.0765; -57.499), vec3(-0.000228672; 0.999995; 0.00329426), true, false, true, 3, 57.4983, 0, 1, 0, 0, 402.585, 157.93, 0.0163, 0, 0, 402.615, 157.93, 0.0173, 0, 0, 402.606, 157.93, 0.0063, 0, 0, 402.585, 157.93, 0.007, 0
2770959, vec3(751.984; 48.014; 1052.74), vec3(-1; -0.000212806; 0.000565847), vec3(-0.000211994; 0.999999; 0.00143446), vec3(-0.000566152; 0.00143434; -0.999999), vec3(-0.033; -0.0318; -57.864), vec3(-0.000211994; 0.999999; 0.00143446), true, false, true, 3, 57.864, 0, 1, 0, 0, 412.249, 158.916, 0.0102, 0, 0, 412.279, 158.916, 0.0102, 0, 0, 412.269, 158.916, 0.006, 0, 0, 412.249, 158.916, 0.006, 0
2771018, vec3(751.981; 48.014; 1049.15), vec3(-1; -9.39938e-05; 0.000566001), vec3(-9.40062e-05; 1; -2.19734e-05), vec3(-0.000565999; -2.20266e-05; -1), vec3(-0.033; 0.021; -58.239), vec3(-9.40062e-05; 1; -2.19734e-05), true, false, true, 3, 58.239, 0, 1, 0, 0, 422.134, 160.079, 0.007, 0, 0, 422.164, 160.079, 0.008, 0, 0, 422.155, 160.079, 0.007, 0, 0, 422.134, 160.079, 0.007, 0
2771073, vec3(751.979; 48.016; 1045.7), vec3(-1; 4.58879e-05; 0.000567993), vec3(4.57121e-05; 1; -0.000309613), vec3(-0.000568007; -0.000309587; -1), vec3(-0.033; 0.0527; -58.5979), vec3(4.57121e-05; 1; -0.000309613), true, false, true, 3, 58.5979, 0, 1, 0, 0, 431.601, 160.915, 0.0089, 0, 0, 431.63, 160.915, 0.0089, 0, 0, 431.621, 160.915, 0.0099, 0, 0, 431.601, 160.915, 0.0099, 0
2771129, vec3(751.977; 48.0194; 1042.47), vec3(-1; 0.000138698; 0.000568025), vec3(0.000138902; 1; 0.000360761), vec3(-0.000567975; 0.000360839; -1), vec3(-0.033; 0.0538; -58.9324), vec3(0.000138902; 1; 0.000360761), true, false, true, 3, 58.9324, 0, 1, 0, 0, 440.478, 161.919, 0.013, 0, 0, 440.508, 161.919, 0.0124, 0, 0, 440.498, 161.919, 0.012, 0, 0, 440.478, 161.919, 0.012, 0
2771184, vec3(751.975; 48.0211; 1039.1), vec3(-1; 0.000161168; 0.000568122), vec3(0.000162032; 0.999999; 0.00152035), vec3(-0.000567877; 0.00152044; -0.999999), vec3(-0.034; 0.0314; -59.2781), vec3(0.000162032; 0.999999; 0.00152035), true, false, true, 3, 59.2781, 0, 1, 0, 0, 449.731, 162.919, 0.0171, 0, 0, 449.761, 162.919, 0.017, 0, 0, 449.751, 162.919, 0.013, 0, 0, 449.731, 162.919, 0.013, 0
2771243, vec3(751.973; 48.022; 1035.89), vec3(-1; 0.000112298; 0.000568139), vec3(0.000113702; 0.999997; 0.00247297), vec3(-0.00056786; 0.00247303; -0.999997), vec3(-0.034; 0; -59.605), vec3(0.000113702; 0.999997; 0.00247297), true, false, true, 3, 59.605, 0, 1, 0, 0, 458.548, 163.75, 0.0195, 0, 0, 458.577, 163.75, 0.0195, 0, 0, 458.568, 163.75, 0.013, 0, 0, 458.548, 163.75, 0.012, 0
2771294, vec3(751.971; 48.021; 1032.31), vec3(-1; 2.51804e-05; 0.000568037), vec3(2.68196e-05; 0.999996; 0.00288599), vec3(-0.000567962; 0.002886; -0.999996), vec3(-0.034; -0.0275; -59.967), vec3(2.68196e-05; 0.999996; 0.00288599), true, false, true, 3, 59.967, 0, 1, 0, 0, 468.4, 164.744, 0.0195, 0, 0, 468.43, 164.744, 0.0195, 0, 0, 468.419, 164.744, 0.011, 0, 0, 468.4, 164.744, 0.011, 0
2771347, vec3(751.969; 48.02; 1029.3), vec3(-1; -5.67469e-05; 0.000567926), vec3(-5.5253e-05; 0.999997; 0.00263001), vec3(-0.000568073; 0.00262998; -0.999997), vec3(-0.034; -0.0235; -60.2695), vec3(-5.5253e-05; 0.999997; 0.00263001), true, false, true, 3, 60.269, 0, 1, 0, 0, 476.656, 165.602, 0.016, 0, 0, 476.686, 165.602, 0.0165, 0, 0, 476.676, 165.602, 0.0085, 0, 0, 476.656, 165.602, 0.009, 0
2771402, vec3(751.967; 48.019; 1026.1), vec3(-1; -0.000103363; 0.000569898), vec3(-0.000102237; 0.999998; 0.00197603), vec3(-0.000570101; 0.00197597; -0.999998), vec3(-0.0348; -0.0126; -60.5908), vec3(-0.000102237; 0.999998; 0.00197603), true, false, true, 3, 60.5908, 0, 1, 0, 0, 485.453, 166.435, 0.0142, 0, 0, 485.483, 166.435, 0.0142, 0, 0, 485.473, 166.435, 0.008, 0, 0, 485.453, 166.435, 0.0088, 0
2771454, vec3(752.385; 48.0336; 1023.63), vec3(-0.984991; 0.0268894; -0.170499), vec3(0.0265074; 0.999638; 0.00451675), vec3(0.170559; -7.05251e-05; -0.985347), vec3(11.2092; 0.5272; -32.4384), vec3(0.0265074; 0.999638; 0.00451675), true, false, true, 2, 33.856, 0, 1, 0, 0, 493.223, 101.815, 0.0272, 0, 0, 493.205, 92.209, 0.0071, 0, 0, 493.243, 101.815, 0.0247, 0, 0, 493.175, 92.209, 0.005, 0
2771507, vec3(752.863; 48.1116; 1022.07), vec3(-0.860803; 0.0947081; -0.500049), vec3(0.0896539; 0.995386; 0.0341902), vec3(0.50098; -0.0154003; -0.865322), vec3(12.6545; 0.4825; -28.6175), vec3(0.0896539; 0.995386; 0.0341902), true, false, true, 2, 31.102, 0, 1, 0, 0, 498.629, 106.815, 0.0485, 0, 0, 497.828, 85.449, 0.005, 0, 0, 498.65, 106.815, 0.0655, 0, 0, 497.798, 85.449, 0.032, 0
